LSOA code,LSOA name,Value
E01002148,Harrow 006B,"882,000"
E01002149,Harrow 004D,"778,500"
E01002150,Harrow 006C,"426,000"
E01002151,Harrow 006D,"407,500"
E01002152,Harrow 006E,"787,500"
E01002153,Harrow 019A,"617,500"
E01002154,Harrow 015A,"580,000"
E01002155,Harrow 019B,"693,000"
E01002156,Harrow 015B,"737,500"
E01002157,Harrow 019C,"623,750"
E01002158,Harrow 019D,"675,000"
E01002159,Harrow 021A,"535,000"
E01002160,Harrow 021B,"582,500"
E01002161,Harrow 021C,"382,000"
E01002162,Harrow 015C,"545,000"
E01002163,Harrow 015D,"658,500"
E01002164,Harrow 021D,"392,500"
E01002165,Harrow 017A,"522,500"
E01002166,Harrow 017B,"581,000"
E01002167,Harrow 017C,
E01002168,Harrow 017D,"480,000"
E01002169,Harrow 017E,
E01002170,Harrow 033A,"475,000"
E01002171,Harrow 033B,"518,000"
E01002172,Harrow 033C,"500,000"
E01002173,Harrow 033D,"633,000"
E01002174,Harrow 033E,"695,000"
E01002175,Harrow 033F,"660,000"
E01002176,Harrow 033G,"675,000"
E01002177,Harrow 033H,"580,000"
E01002178,Harrow 033I,"575,000"
E01002179,Harrow 013A,"474,000"
E01002180,Harrow 013B,"295,000"
E01002181,Harrow 020C,"400,000"
E01002182,Harrow 020D,"400,000"
E01002183,Harrow 013C,"540,000"
E01002184,Harrow 013D,"440,000"
E01002185,Harrow 009A,"444,250"
E01002186,Harrow 009B,"403,248"
E01002187,Harrow 009C,"660,000"
E01002188,Harrow 016A,"850,000"
E01002189,Harrow 016B,"935,000"
E01002190,Harrow 009D,"850,000"
E01002191,Harrow 022A,"650,000"
E01002192,Harrow 016C,"625,950"
E01002193,Harrow 016D,"735,000"
E01002194,Harrow 022B,"918,000"
E01002195,Harrow 022C,"682,500"
E01002196,Harrow 022D,"762,500"
E01002197,Harrow 012B,"617,500"
E01002198,Harrow 010C,
E01002199,Harrow 012C,
E01002200,Harrow 010D,"512,250"
E01002201,Harrow 012D,"600,000"
E01002202,Harrow 012E,"277,000"
E01002203,Harrow 010E,"556,000"
E01002204,Harrow 032A,"389,950"
E01002206,Harrow 032B,"500,000"
E01002207,Harrow 032C,"600,000"
E01002208,Harrow 025A,"692,500"
E01002209,Harrow 025B,"674,000"
E01002210,Harrow 032D,"524,000"
E01002211,Harrow 028A,"405,000"
E01002212,Harrow 028B,"380,000"
E01002213,Harrow 027D,"402,500"
E01002214,Harrow 031A,"495,000"
E01002215,Harrow 031B,"467,500"
E01002216,Harrow 028C,"530,000"
E01002217,Harrow 028D,"485,000"
E01002218,Harrow 030A,"380,000"
E01002219,Harrow 030B,
E01002220,Harrow 031C,"487,000"
E01002221,Harrow 030C,"522,500"
E01002222,Harrow 030D,"494,000"
E01002223,Harrow 031D,"490,000"
E01002224,Harrow 031E,"492,000"
E01002225,Harrow 001C,"720,000"
E01002226,Harrow 001D,"500,000"
E01002227,Harrow 003A,"564,000"
E01002228,Harrow 003B,"1,043,000"
E01002229,Harrow 003C,"581,500"
E01002230,Harrow 003D,"660,000"
E01002231,Harrow 013E,"495,000"
E01002232,Harrow 011A,"503,750"
E01002233,Harrow 011B,"450,000"
E01002234,Harrow 011C,"475,500"
E01002235,Harrow 011D,"481,000"
E01002236,Harrow 011E,"465,000"
E01002237,Harrow 024A,"360,000"
E01002238,Harrow 024B,"515,000"
E01002239,Harrow 025C,"553,000"
E01002240,Harrow 024C,"515,000"
E01002241,Harrow 025D,"515,000"
E01002242,Harrow 024D,"692,500"
E01032576,Harrow 032E,"530,000"
E01002243,Havering 013A,"370,000"
E01002244,Havering 011A,"393,500"
E01002245,Havering 011B,"386,000"
E01002246,Havering 017A,"392,500"
E01002247,Havering 017B,"355,000"
E01002248,Havering 017C,"370,000"
E01002249,Havering 017D,"355,000"
E01002250,Havering 017E,"400,000"
E01002251,Havering 017F,"384,000"
E01002252,Havering 018A,"430,000"
E01002253,Havering 019A,"565,000"
E01002254,Havering 019B,"566,500"
E01002255,Havering 022A,"420,000"
E01002256,Havering 018B,"467,000"
E01002257,Havering 019C,"865,000"
E01002258,Havering 018C,"380,000"
E01002259,Havering 018D,"427,475"
E01002260,Havering 026A,"390,000"
E01002261,Havering 026B,"401,500"
E01002262,Havering 026C,"420,000"
E01002263,Havering 026D,"416,250"
E01002264,Havering 026E,"290,000"
E01002265,Havering 025A,"383,000"
E01002266,Havering 027A,"410,000"
E01002267,Havering 027B,"363,000"
E01002268,Havering 010A,"427,000"
E01002269,Havering 010B,"425,000"
E01002270,Havering 015A,"1,170,000"
E01002271,Havering 015B,"1,025,000"
E01002272,Havering 014A,"533,500"
E01002273,Havering 015C,"725,000"
E01002274,Havering 014B,"483,000"
E01002275,Havering 015D,"700,000"
E01002276,Havering 001A,"410,000"
E01002277,Havering 002A,"406,500"
E01002278,Havering 001B,"360,000"
E01002279,Havering 002B,"360,000"
E01002280,Havering 004A,"327,500"
E01002281,Havering 002C,"345,000"
E01002282,Havering 004B,"335,000"
E01002283,Havering 002D,"365,000"
E01002284,Havering 004C,"337,500"
E01002285,Havering 025B,"476,250"
E01002286,Havering 025C,"455,000"
E01002287,Havering 023A,"430,000"
E01002288,Havering 025D,"480,000"
E01002289,Havering 022B,"485,000"
E01002290,Havering 025E,"457,500"
E01002291,Havering 023B,"385,000"
E01002292,Havering 022C,"440,000"
E01002293,Havering 007A,"405,000"
E01002294,Havering 007B,"490,250"
E01002295,Havering 010C,"292,500"
E01002296,Havering 007C,"415,000"
E01002297,Havering 004D,"295,000"
E01002298,Havering 007D,"409,750"
E01002299,Havering 002E,"365,100"
E01002300,Havering 007E,"445,000"
E01002301,Havering 003A,"401,250"
E01002302,Havering 005A,"426,000"
E01002303,Havering 003B,"358,500"
E01002304,Havering 003C,"397,000"
E01002305,Havering 005B,"400,000"
E01002306,Havering 003D,"370,000"
E01002307,Havering 003E,"395,000"
E01002308,Havering 005C,"380,000"
E01002309,Havering 006A,"365,000"
E01002310,Havering 006B,"330,000"
E01002311,Havering 006C,"372,500"
E01002312,Havering 001C,"355,000"
E01002313,Havering 001D,"340,000"
E01002314,Havering 004E,"345,000"
E01002315,Havering 006D,"350,000"
E01002316,Havering 004F,"270,000"
E01002317,Havering 014C,"591,250"
E01002318,Havering 014D,"496,000"
E01002319,Havering 016A,"245,000"
E01002320,Havering 021A,"485,000"
E01002321,Havering 021B,"550,000"
E01002322,Havering 021C,"435,000"
E01002323,Havering 021D,"460,000"
E01002324,Havering 021E,"455,000"
E01002325,Havering 011C,"387,500"
E01002326,Havering 005D,"405,000"
E01002327,Havering 009A,"396,000"
E01002328,Havering 009B,"420,000"
E01002329,Havering 011D,"397,500"
E01002330,Havering 011E,"397,500"
E01002331,Havering 005E,"399,000"
E01002332,Havering 009C,"402,500"
E01002333,Havering 008A,"530,000"
E01002334,Havering 008B,"482,500"
E01002335,Havering 009D,"377,500"
E01002336,Havering 008C,"425,000"
E01002337,Havering 012A,"1,045,000"
E01002338,Havering 009E,"420,000"
E01002339,Havering 008D,"535,000"
E01002340,Havering 009F,"465,000"
E01002341,Havering 008E,"446,000"
E01002342,Havering 030A,"365,000"
E01002343,Havering 029A,"475,000"
E01002344,Havering 029B,"380,000"
E01002345,Havering 030B,"244,500"
E01002346,Havering 030C,"400,000"
E01002347,Havering 030D,"411,000"
E01002348,Havering 029C,"422,500"
E01002349,Havering 029D,"425,000"
E01002350,Havering 016B,"283,500"
E01002351,Havering 016C,"400,000"
E01002352,Havering 016D,"295,000"
E01002353,Havering 013B,"480,000"
E01002354,Havering 012B,"615,000"
E01002355,Havering 014E,"500,000"
E01002356,Havering 013C,"230,000"
E01002358,Havering 016E,"342,000"
E01002359,Havering 020A,"487,000"
E01002360,Havering 020B,"307,500"
E01002361,Havering 020C,"385,000"
E01002362,Havering 022D,"450,000"
E01002363,Havering 020D,"465,000"
E01002364,Havering 023C,"502,500"
E01002365,Havering 023D,"400,000"
E01002366,Havering 023E,"355,555"
E01002367,Havering 020E,"462,500"
E01002368,Havering 028A,"395,000"
E01002369,Havering 028B,"403,000"
E01002370,Havering 028C,"375,000"
E01002371,Havering 028D,"375,000"
E01002372,Havering 027C,"390,000"
E01002373,Havering 027D,"378,000"
E01002374,Havering 027E,"378,000"
E01002375,Havering 028E,"340,000"
E01002376,Havering 012C,"697,500"
E01002377,Havering 010D,"377,500"
E01002378,Havering 010E,"443,105"
E01002379,Havering 012D,"490,500"
E01002380,Havering 012E,"275,000"
E01002381,Havering 012F,"582,500"
E01002382,Havering 014F,"398,000"
E01002383,Havering 010F,"512,500"
E01002384,Havering 019D,"545,000"
E01002385,Havering 024A,"574,998"
E01002386,Havering 022E,"389,998"
E01002387,Havering 024B,"685,000"
E01002388,Havering 024C,"685,000"
E01002389,Havering 024D,"674,500"
E01002390,Havering 024E,"720,000"
E01002391,Havering 018E,"535,000"
E01032741,Havering 013E,"252,500"
E01032742,Havering 013F,"286,000"
E01002392,Hillingdon 020A,"360,000"
E01002393,Hillingdon 020B,"272,500"
E01002394,Hillingdon 021A,"425,000"
E01002395,Hillingdon 021B,"440,000"
E01002396,Hillingdon 026A,
E01002397,Hillingdon 021C,"403,500"
E01002398,Hillingdon 021D,"425,000"
E01002399,Hillingdon 021E,"440,000"
E01002400,Hillingdon 024A,"465,000"
E01002401,Hillingdon 024B,"422,500"
E01002402,Hillingdon 024C,"425,000"
E01002403,Hillingdon 024D,"450,000"
E01002404,Hillingdon 024E,"285,000"
E01002405,Hillingdon 027A,"415,000"
E01002406,Hillingdon 027B,"410,000"
E01002407,Hillingdon 030A,"331,000"
E01002408,Hillingdon 019A,"405,000"
E01002409,Hillingdon 019B,"408,500"
E01002410,Hillingdon 017A,"456,000"
E01002411,Hillingdon 022A,"416,000"
E01002412,Hillingdon 017B,"496,000"
E01002413,Hillingdon 022B,"416,000"
E01002414,Hillingdon 015A,"310,000"
E01002415,Hillingdon 010A,"500,000"
E01002416,Hillingdon 008A,"540,000"
E01002417,Hillingdon 008B,"575,000"
E01002418,Hillingdon 006A,"565,000"
E01002419,Hillingdon 006B,"432,500"
E01002420,Hillingdon 008C,"486,000"
E01002421,Hillingdon 008D,"557,500"
E01002422,Hillingdon 018A,"486,250"
E01002423,Hillingdon 018B,"478,500"
E01002424,Hillingdon 018C,"470,000"
E01002425,Hillingdon 018D,"490,000"
E01002426,Hillingdon 021F,"391,000"
E01002427,Hillingdon 018E,"477,500"
E01002428,Hillingdon 018F,"485,000"
E01002429,Hillingdon 019C,"408,500"
E01002430,Hillingdon 007A,"910,000"
E01002431,Hillingdon 006C,"806,500"
E01002432,Hillingdon 006D,"454,500"
E01002433,Hillingdon 004A,"410,000"
E01002434,Hillingdon 007B,"780,000"
E01002435,Hillingdon 007C,"867,500"
E01002436,Hillingdon 004B,"555,000"
E01002437,Hillingdon 006E,"870,000"
E01002438,Hillingdon 003A,"545,000"
E01002439,Hillingdon 003B,"395,000"
E01002440,Hillingdon 003C,"426,775"
E01002441,Hillingdon 003D,"451,000"
E01002442,Hillingdon 003E,"440,000"
E01002443,Hillingdon 032A,"360,000"
E01002444,Hillingdon 031A,"455,000"
E01002445,Hillingdon 029A,"422,500"
E01002446,Hillingdon 031B,"406,000"
E01002447,Hillingdon 031C,"385,000"
E01002448,Hillingdon 032B,"427,000"
E01002449,Hillingdon 032C,"294,975"
E01002450,Hillingdon 014A,"441,000"
E01002451,Hillingdon 014B,"510,000"
E01002452,Hillingdon 014C,"475,000"
E01002453,Hillingdon 014D,"472,500"
E01002454,Hillingdon 014E,"437,500"
E01002455,Hillingdon 019D,"438,125"
E01002456,Hillingdon 017C,"451,250"
E01002457,Hillingdon 019E,"467,500"
E01002458,Hillingdon 011A,"750,000"
E01002459,Hillingdon 011B,"697,500"
E01002460,Hillingdon 011C,"562,875"
E01002461,Hillingdon 013A,"890,250"
E01002462,Hillingdon 011D,"672,500"
E01002463,Hillingdon 013B,"785,000"
E01002464,Hillingdon 011E,"538,000"
E01002465,Hillingdon 009A,"360,000"
E01002466,Hillingdon 010B,"563,000"
E01002467,Hillingdon 009B,"603,750"
E01002468,Hillingdon 010C,"500,000"
E01002469,Hillingdon 010D,"551,000"
E01002470,Hillingdon 007D,"630,000"
E01002471,Hillingdon 008E,"580,000"
E01002472,Hillingdon 002A,"477,500"
E01002473,Hillingdon 001A,"1,300,000"
E01002474,Hillingdon 002B,"625,000"
E01002475,Hillingdon 001B,"560,000"
E01002476,Hillingdon 001C,"1,242,500"
E01002477,Hillingdon 001D,"481,000"
E01002478,Hillingdon 002C,"570,000"
E01002479,Hillingdon 004C,"507,500"
E01002480,Hillingdon 004D,"590,000"
E01002481,Hillingdon 004E,"365,000"
E01002482,Hillingdon 001E,"886,250"
E01002483,Hillingdon 002D,"580,000"
E01002484,Hillingdon 002E,"531,000"
E01002485,Hillingdon 002F,"285,250"
E01002486,Hillingdon 028A,"435,500"
E01002487,Hillingdon 028B,"421,000"
E01002488,Hillingdon 030B,"487,500"
E01002489,Hillingdon 030C,"485,000"
E01002490,Hillingdon 030D,"427,500"
E01002491,Hillingdon 032D,"435,000"
E01002492,Hillingdon 030E,"425,000"
E01002493,Hillingdon 032E,"375,000"
E01002494,Hillingdon 009C,"485,000"
E01002495,Hillingdon 010E,"490,000"
E01002496,Hillingdon 033A,"375,000"
E01002497,Hillingdon 033B,"367,250"
E01002498,Hillingdon 033C,"395,000"
E01002499,Hillingdon 033D,"507,500"
E01002501,Hillingdon 026B,"440,000"
E01002502,Hillingdon 026C,"460,000"
E01002503,Hillingdon 027C,"480,000"
E01002504,Hillingdon 027D,"385,000"
E01002505,Hillingdon 026D,"230,000"
E01002506,Hillingdon 027E,"375,000"
E01002507,Hillingdon 027F,
E01002508,Hillingdon 026E,
E01002509,Hillingdon 017D,"670,000"
E01002511,Hillingdon 017E,"454,761"
E01002512,Hillingdon 013C,"526,000"
E01002513,Hillingdon 013D,"660,000"
E01002514,Hillingdon 015C,"348,750"
E01002515,Hillingdon 015D,"528,000"
E01002516,Hillingdon 013E,"790,000"
E01002518,Hillingdon 022C,"515,000"
E01002519,Hillingdon 022D,"290,000"
E01002520,Hillingdon 016B,"395,769"
E01002521,Hillingdon 016C,"280,000"
E01002523,Hillingdon 016D,"445,100"
E01002525,Hillingdon 029B,"435,000"
E01002526,Hillingdon 028C,"312,000"
E01002527,Hillingdon 031D,"315,000"
E01002528,Hillingdon 028D,"435,000"
E01002529,Hillingdon 029C,"300,000"
E01002530,Hillingdon 029D,"375,000"
E01002531,Hillingdon 029E,"540,000"
E01002532,Hillingdon 028E,"325,000"
E01002533,Hillingdon 005A,"465,000"
E01002534,Hillingdon 005B,"585,000"
E01002535,Hillingdon 007E,"440,000"
E01002536,Hillingdon 009D,"404,250"
E01002537,Hillingdon 009E,"395,000"
E01002538,Hillingdon 005C,"425,000"
E01002539,Hillingdon 005D,"707,500"
E01002540,Hillingdon 020C,"300,000"
E01002541,Hillingdon 023A,"395,000"
E01002542,Hillingdon 020D,"267,875"
E01002543,Hillingdon 020E,"390,000"
E01002544,Hillingdon 023B,"441,250"
E01002545,Hillingdon 023C,
E01002546,Hillingdon 023D,"460,000"
E01002547,Hillingdon 023E,
E01002548,Hillingdon 025A,"345,000"
E01002549,Hillingdon 025B,"395,000"
E01002550,Hillingdon 022E,"230,000"
E01002551,Hillingdon 025C,"407,500"
E01002552,Hillingdon 025D,"427,500"
E01002553,Hillingdon 025E,"410,000"
E01002554,Hillingdon 022F,"293,000"
E01032577,Hillingdon 033E,"550,000"
E01033724,Hillingdon 016F,"375,000"
E01033725,Hillingdon 015F,"417,000"
E01002555,Hounslow 022A,"401,000"
E01002556,Hounslow 022B,"406,125"
E01002557,Hounslow 023A,"427,500"
E01002558,Hounslow 023B,"275,000"
E01002559,Hounslow 023C,"410,000"
E01002560,Hounslow 023D,"432,500"
E01002561,Hounslow 023E,"280,000"
E01002562,Hounslow 003A,"497,500"
E01002563,Hounslow 006A,"723,000"
E01002564,Hounslow 003B,"572,500"
E01002565,Hounslow 006B,"530,000"
E01002566,Hounslow 003C,"500,000"
E01002567,Hounslow 006C,"575,750"
E01002568,Hounslow 003D,"337,000"
E01002569,Hounslow 001A,"799,950"
E01002570,Hounslow 001B,"982,500"
E01002571,Hounslow 007A,"925,000"
E01002572,Hounslow 007B,"400,000"
E01002573,Hounslow 001C,"1,587,500"
E01002574,Hounslow 001D,"1,037,500"
E01002575,Hounslow 001E,"1,451,067"
E01002576,Hounslow 008A,"552,000"
E01002577,Hounslow 007C,"820,000"
E01002578,Hounslow 007D,"1,270,000"
E01002579,Hounslow 008B,"655,000"
E01002580,Hounslow 008C,"757,500"
E01002581,Hounslow 008D,"615,000"
E01002582,Hounslow 008E,"955,000"
E01002583,Hounslow 013A,"472,500"
E01002584,Hounslow 013B,
E01002585,Hounslow 013C,
E01002586,Hounslow 013D,
E01002587,Hounslow 016A,
E01002588,Hounslow 016B,
E01002589,Hounslow 013E,"461,000"
E01002590,Hounslow 022C,"412,500"
E01002591,Hounslow 024A,"427,500"
E01002592,Hounslow 022D,"396,000"
E01002593,Hounslow 024B,"445,000"
E01002594,Hounslow 024C,"408,000"
E01002595,Hounslow 022E,"430,000"
E01002596,Hounslow 027A,"232,250"
E01002598,Hounslow 025B,"400,000"
E01002599,Hounslow 025C,"355,000"
E01002600,Hounslow 025D,"382,500"
E01002601,Hounslow 027B,"365,000"
E01002602,Hounslow 027C,"397,750"
E01002603,Hounslow 025E,"390,000"
E01002604,Hounslow 026A,
E01002605,Hounslow 026B,"300,000"
E01002606,Hounslow 026C,"364,500"
E01002607,Hounslow 026D,"370,000"
E01002608,Hounslow 028A,"480,000"
E01002609,Hounslow 028B,"390,000"
E01002610,Hounslow 028C,"422,500"
E01002611,Hounslow 024D,"506,500"
E01002612,Hounslow 024E,"443,750"
E01002613,Hounslow 024F,"410,000"
E01002614,Hounslow 027D,"357,500"
E01002615,Hounslow 026E,
E01002616,Hounslow 027E,"470,000"
E01002617,Hounslow 028D,"387,975"
E01002618,Hounslow 011A,"555,000"
E01002619,Hounslow 010A,"505,000"
E01002620,Hounslow 004A,"286,000"
E01002621,Hounslow 011B,"434,000"
E01002622,Hounslow 010B,"428,000"
E01002623,Hounslow 011C,"582,000"
E01002624,Hounslow 017A,"310,000"
E01002625,Hounslow 004B,"505,000"
E01002626,Hounslow 004C,"582,000"
E01002627,Hounslow 004D,"292,500"
E01002628,Hounslow 011D,"511,000"
E01002629,Hounslow 011E,"780,000"
E01002630,Hounslow 012A,"500,000"
E01002631,Hounslow 004E,"420,000"
E01002632,Hounslow 010C,"542,500"
E01002633,Hounslow 005A,
E01002634,Hounslow 005B,"280,000"
E01002635,Hounslow 010D,"545,000"
E01002636,Hounslow 010E,"500,000"
E01002637,Hounslow 005C,"287,000"
E01002638,Hounslow 005D,
E01002639,Hounslow 012B,"530,000"
E01002640,Hounslow 012C,"410,000"
E01002641,Hounslow 018A,"440,000"
E01002642,Hounslow 015A,"430,000"
E01002643,Hounslow 015B,"355,000"
E01002645,Hounslow 015C,"410,000"
E01002646,Hounslow 017B,
E01002647,Hounslow 021A,"385,000"
E01002648,Hounslow 018C,"397,500"
E01002649,Hounslow 018D,"323,000"
E01002650,Hounslow 021B,"394,950"
E01002651,Hounslow 021C,"552,000"
E01002652,Hounslow 021D,
E01002653,Hounslow 019A,"518,740"
E01002654,Hounslow 019B,"455,000"
E01002655,Hounslow 019C,"560,000"
E01002656,Hounslow 019D,"511,250"
E01002657,Hounslow 018E,"575,000"
E01002658,Hounslow 015D,"535,000"
E01002659,Hounslow 019E,"555,000"
E01002660,Hounslow 016C,
E01002661,Hounslow 016D,
E01002662,Hounslow 017C,"353,500"
E01002663,Hounslow 017D,"330,000"
E01002664,Hounslow 017E,"323,000"
E01002665,Hounslow 016E,
E01002666,Hounslow 021E,"415,500"
E01002667,Hounslow 020A,"600,000"
E01002668,Hounslow 014A,"390,000"
E01002669,Hounslow 014B,"400,000"
E01002670,Hounslow 020B,"500,000"
E01002671,Hounslow 020C,"640,000"
E01002672,Hounslow 020D,"302,500"
E01002673,Hounslow 020E,
E01002674,Hounslow 012D,"453,000"
E01002675,Hounslow 009A,"678,500"
E01002676,Hounslow 012E,"752,500"
E01002677,Hounslow 015E,"402,500"
E01002678,Hounslow 009B,"590,000"
E01002679,Hounslow 009C,"645,000"
E01002680,Hounslow 009D,"380,000"
E01002681,Hounslow 014C,"341,000"
E01002682,Hounslow 014D,"400,000"
E01002683,Hounslow 014E,"523,000"
E01002684,Hounslow 006D,"530,000"
E01002686,Hounslow 006E,"490,000"
E01002687,Hounslow 029A,"500,000"
E01002689,Hounslow 007E,"1,355,000"
E01002690,Hounslow 007F,"1,925,010"
E01002691,Hounslow 029B,"768,500"
E01002692,Hounslow 029C,"495,000"
E01002693,Hounslow 029D,"576,250"
E01032573,Hounslow 029E,"485,000"
E01033000,Hounslow 025F,
E01033030,Hounslow 025G,"212,000"
E01033081,Hounslow 003F,"437,500"
E01033082,Hounslow 003G,"400,000"
E01033083,Hounslow 018F,"264,750"
E01033084,Hounslow 018G,"365,000"
E01002694,Islington 019A,"425,000"
E01002695,Islington 021A,"637,000"
E01002696,Islington 020A,"738,500"
E01002697,Islington 019B,"530,000"
E01002698,Islington 017A,"780,000"
E01002699,Islington 017B,"1,035,000"
E01002700,Islington 017C,"1,350,000"
E01002701,Islington 023A,"700,000"
E01002702,Islington 023B,"950,000"
E01002703,Islington 023C,"677,500"
E01002704,Islington 023D,"730,000"
E01002706,Islington 023E,"680,000"
E01002707,Islington 022B,"702,500"
E01002708,Islington 015A,"495,000"
E01002709,Islington 019C,"450,000"
E01002710,Islington 019D,"588,250"
E01002711,Islington 021B,"667,500"
E01002712,Islington 015B,"594,000"
E01002713,Islington 015C,"365,000"
E01002714,Islington 017D,"1,075,000"
E01002715,Islington 019E,"492,277"
E01002716,Islington 014A,"546,000"
E01002717,Islington 016A,"895,000"
E01002718,Islington 014B,"801,500"
E01002719,Islington 016B,"787,500"
E01002720,Islington 016C,"550,000"
E01002721,Islington 014C,"806,250"
E01002722,Islington 018A,"522,500"
E01002723,Islington 022C,"588,750"
E01002724,Islington 022D,"940,000"
E01002725,Islington 022E,
E01002726,Islington 022F,"685,000"
E01002727,Islington 021C,"750,000"
E01002728,Islington 021D,"442,500"
E01002729,Islington 021E,"912,000"
E01002730,Islington 007A,"563,000"
E01002731,Islington 007B,"517,000"
E01002732,Islington 005A,"512,500"
E01002733,Islington 007C,"512,000"
E01002734,Islington 005B,"650,000"
E01002735,Islington 003A,"747,500"
E01002736,Islington 005C,"566,000"
E01002737,Islington 005D,"455,000"
E01002738,Islington 009A,"725,000"
E01002739,Islington 013A,"980,000"
E01002740,Islington 013B,"1,175,000"
E01002741,Islington 009B,"463,500"
E01002742,Islington 006A,"675,000"
E01002743,Islington 009C,"695,000"
E01002744,Islington 009D,"638,500"
E01002745,Islington 013C,"665,000"
E01002747,Islington 006B,"950,010"
E01002748,Islington 006C,"665,000"
E01002749,Islington 006D,"705,000"
E01002751,Islington 005E,"407,500"
E01002752,Islington 009E,"675,000"
E01002753,Islington 002A,"455,000"
E01002754,Islington 002B,"695,000"
E01002755,Islington 001A,"465,000"
E01002756,Islington 001B,"590,000"
E01002757,Islington 002C,"690,000"
E01002758,Islington 001C,"357,500"
E01002759,Islington 002D,"837,500"
E01002760,Islington 002E,"578,947"
E01002762,Islington 011C,"687,500"
E01002763,Islington 007D,"427,000"
E01002764,Islington 010A,"465,500"
E01002765,Islington 015D,"440,000"
E01002766,Islington 015E,
E01002767,Islington 011D,"472,500"
E01002768,Islington 004A,"487,750"
E01002769,Islington 008A,"601,865"
E01002770,Islington 004B,"563,750"
E01002771,Islington 004C,"790,000"
E01002772,Islington 002F,"505,000"
E01002773,Islington 004D,"417,500"
E01002774,Islington 004E,"495,000"
E01002775,Islington 014D,"720,000"
E01002776,Islington 014E,"665,000"
E01002777,Islington 012A,"706,250"
E01002778,Islington 012B,"452,500"
E01002779,Islington 012C,"494,998"
E01002780,Islington 014F,"676,900"
E01002781,Islington 012D,"530,000"
E01002782,Islington 012E,"406,850"
E01002783,Islington 010B,"465,000"
E01002784,Islington 010C,"492,500"
E01002785,Islington 008B,"495,000"
E01002786,Islington 010D,"617,500"
E01002787,Islington 010E,"420,000"
E01002788,Islington 008C,"620,000"
E01002789,Islington 008D,"1,150,000"
E01002790,Islington 016D,
E01002791,Islington 016E,"825,000"
E01002792,Islington 017E,"760,000"
E01002793,Islington 016F,"522,500"
E01002794,Islington 020B,"1,268,750"
E01002795,Islington 013D,"700,000"
E01002796,Islington 013E,"500,000"
E01002797,Islington 018B,"512,625"
E01002798,Islington 018C,"1,120,000"
E01002799,Islington 018D,"520,000"
E01002800,Islington 018E,
E01002801,Islington 020C,"1,390,000"
E01002802,Islington 020D,"1,205,000"
E01002803,Islington 020E,"870,000"
E01002804,Islington 001D,"533,500"
E01002805,Islington 003B,"487,000"
E01002806,Islington 003C,"780,000"
E01002807,Islington 001E,"456,282"
E01002808,Islington 003D,"525,000"
E01002809,Islington 003E,"450,000"
E01002810,Islington 003F,"540,000"
E01002811,Islington 001F,"705,000"
E01033486,Islington 011E,
E01033487,Islington 011F,
E01033488,Islington 011G,"453,000"
E01033489,Islington 022G,"692,500"
E01033490,Islington 022H,"635,000"
E01033491,Islington 011H,"585,000"
E01033492,Islington 011I,"475,000"
E01033493,Islington 006F,"693,000"
E01033494,Islington 006G,"905,600"
E01002812,Kensington and Chelsea 013A,"1,210,000"
E01002813,Kensington and Chelsea 011A,"2,150,000"
E01002814,Kensington and Chelsea 015A,"1,450,000"
E01002815,Kensington and Chelsea 011B,"827,500"
E01002816,Kensington and Chelsea 011C,"2,950,000"
E01002817,Kensington and Chelsea 011D,"1,450,000"
E01002818,Kensington and Chelsea 012A,"2,200,000"
E01002819,Kensington and Chelsea 012B,"2,125,000"
E01002820,Kensington and Chelsea 016A,"1,625,000"
E01002821,Kensington and Chelsea 014A,"1,812,500"
E01002822,Kensington and Chelsea 016B,"1,850,000"
E01002823,Kensington and Chelsea 014B,"1,225,000"
E01002824,Kensington and Chelsea 008A,"2,435,000"
E01002825,Kensington and Chelsea 008B,"2,600,000"
E01002826,Kensington and Chelsea 008C,"1,984,800"
E01002827,Kensington and Chelsea 008D,"1,850,000"
E01002828,Kensington and Chelsea 008E,"1,625,000"
E01002829,Kensington and Chelsea 004A,"1,200,000"
E01002830,Kensington and Chelsea 004B,"577,000"
E01002831,Kensington and Chelsea 004C,"901,000"
E01002832,Kensington and Chelsea 004D,"856,500"
E01002833,Kensington and Chelsea 007A,"1,203,750"
E01002834,Kensington and Chelsea 013B,"1,225,000"
E01002835,Kensington and Chelsea 016C,"1,600,000"
E01002836,Kensington and Chelsea 016D,"1,225,000"
E01002837,Kensington and Chelsea 016E,"2,182,500"
E01002838,Kensington and Chelsea 020A,"1,537,500"
E01002839,Kensington and Chelsea 013C,"850,000"
E01002840,Kensington and Chelsea 021A,"640,000"
E01002841,Kensington and Chelsea 021B,"865,000"
E01002842,Kensington and Chelsea 021C,
E01002843,Kensington and Chelsea 021D,
E01002844,Kensington and Chelsea 019A,"1,725,000"
E01002845,Kensington and Chelsea 019B,"1,283,154"
E01002846,Kensington and Chelsea 017A,"725,000"
E01002847,Kensington and Chelsea 015B,"881,000"
E01002848,Kensington and Chelsea 015C,"822,000"
E01002849,Kensington and Chelsea 017B,"950,000"
E01002850,Kensington and Chelsea 013D,"950,000"
E01002851,Kensington and Chelsea 015D,"762,500"
E01002852,Kensington and Chelsea 001A,"425,000"
E01002853,Kensington and Chelsea 001B,"696,750"
E01002854,Kensington and Chelsea 001C,
E01002855,Kensington and Chelsea 001D,"617,000"
E01002856,Kensington and Chelsea 004E,"575,500"
