LSOA code,LSOA name,Value
E01004233,Tower Hamlets 003D,"495,000"
E01004234,Tower Hamlets 003E,"707,750"
E01004235,Tower Hamlets 008A,"390,000"
E01004236,Tower Hamlets 008B,"343,000"
E01004237,Tower Hamlets 008C,"305,000"
E01004238,Tower Hamlets 008D,"415,000"
E01004239,Tower Hamlets 008E,"360,000"
E01004240,Tower Hamlets 012A,"457,500"
E01004241,Tower Hamlets 012B,"352,000"
E01004242,Tower Hamlets 012C,"358,000"
E01004243,Tower Hamlets 020A,
E01004244,Tower Hamlets 020B,
E01004245,Tower Hamlets 018A,"437,500"
E01004246,Tower Hamlets 018B,"502,500"
E01004247,Tower Hamlets 020C,"377,500"
E01004248,Tower Hamlets 018C,"350,000"
E01004249,Tower Hamlets 018D,
E01004250,Tower Hamlets 020D,"365,000"
E01004251,Tower Hamlets 023A,"357,500"
E01004252,Tower Hamlets 024A,"371,000"
E01004253,Tower Hamlets 024B,"397,000"
E01004254,Tower Hamlets 023B,"533,000"
E01004255,Tower Hamlets 023C,"387,500"
E01004256,Tower Hamlets 024C,"354,000"
E01004257,Tower Hamlets 024D,"470,000"
E01004258,Tower Hamlets 023D,"504,500"
E01004259,Tower Hamlets 007A,"397,500"
E01004260,Tower Hamlets 007B,"415,000"
E01004261,Tower Hamlets 010A,
E01004262,Tower Hamlets 010B,"467,500"
E01004263,Tower Hamlets 007C,"493,500"
E01004264,Tower Hamlets 010C,
E01004266,Tower Hamlets 007D,"700,000"
E01004267,Tower Hamlets 012D,"337,500"
E01004268,Tower Hamlets 012E,"458,000"
E01004269,Tower Hamlets 014A,"575,000"
E01004270,Tower Hamlets 014B,"500,000"
E01004271,Tower Hamlets 014C,"420,000"
E01004272,Tower Hamlets 014D,"472,500"
E01004273,Tower Hamlets 014E,"435,000"
E01004274,Tower Hamlets 031A,"580,000"
E01004275,Tower Hamlets 031B,"532,500"
E01004276,Tower Hamlets 031C,"500,000"
E01004277,Tower Hamlets 033A,"585,000"
E01004280,Tower Hamlets 032A,"456,250"
E01004281,Tower Hamlets 031D,"410,000"
E01004283,Tower Hamlets 016A,"449,000"
E01004284,Tower Hamlets 019A,"380,000"
E01004285,Tower Hamlets 019B,"391,250"
E01004286,Tower Hamlets 019C,"725,000"
E01004287,Tower Hamlets 016B,"402,000"
E01004288,Tower Hamlets 019D,
E01004289,Tower Hamlets 016C,"675,000"
E01004290,Tower Hamlets 016D,"451,236"
E01004291,Tower Hamlets 027A,"520,000"
E01004292,Tower Hamlets 026A,"667,500"
E01004293,Tower Hamlets 027B,"645,000"
E01004294,Tower Hamlets 026B,"1,150,000"
E01004295,Tower Hamlets 026C,"390,000"
E01004296,Tower Hamlets 026D,"397,500"
E01004297,Tower Hamlets 027C,"573,750"
E01004298,Tower Hamlets 022A,
E01004300,Tower Hamlets 022B,
E01004301,Tower Hamlets 025B,"536,500"
E01004302,Tower Hamlets 025C,
E01004303,Tower Hamlets 025D,"509,980"
E01004304,Tower Hamlets 022C,"340,000"
E01004305,Tower Hamlets 022D,
E01004306,Tower Hamlets 015A,"1,352,500"
E01004307,Tower Hamlets 015B,"835,313"
E01004308,Tower Hamlets 015C,"445,000"
E01004309,Tower Hamlets 015D,"380,500"
E01004310,Tower Hamlets 015E,"541,250"
E01004311,Tower Hamlets 006A,"476,677"
E01004312,Tower Hamlets 009A,
E01004313,Tower Hamlets 009B,"429,500"
E01004314,Tower Hamlets 006B,"1,020,000"
E01004315,Tower Hamlets 006C,"585,000"
E01004316,Tower Hamlets 009C,"540,000"
E01004317,Tower Hamlets 009D,"580,000"
E01004318,Tower Hamlets 006D,
E01004319,Tower Hamlets 021A,
E01004321,Tower Hamlets 021C,
E01004322,Tower Hamlets 017A,"535,875"
E01004323,Tower Hamlets 017B,"335,371"
E01004324,Tower Hamlets 017C,"457,500"
E01004325,Tower Hamlets 021D,"575,000"
E01004326,Tower Hamlets 017D,"402,500"
E01032764,Tower Hamlets 004E,"555,389"
E01032765,Tower Hamlets 004F,"394,250"
E01032766,Tower Hamlets 021E,"615,000"
E01032767,Tower Hamlets 021F,"472,325"
E01032768,Tower Hamlets 025E,"617,000"
E01032769,Tower Hamlets 025F,"450,000"
E01032770,Tower Hamlets 032B,"455,000"
E01032771,Tower Hamlets 033B,"950,950"
E01032772,Tower Hamlets 032C,"462,750"
E01032773,Tower Hamlets 032D,"405,000"
E01032774,Tower Hamlets 032E,
E01032775,Tower Hamlets 031F,"515,000"
E01032776,Tower Hamlets 028E,"370,000"
E01032777,Tower Hamlets 028F,"460,000"
E01032778,Tower Hamlets 028G,"613,000"
E01032779,Tower Hamlets 028H,"440,000"
E01032780,Tower Hamlets 028I,"670,110"
E01032781,Tower Hamlets 033C,"620,000"
E01032782,Tower Hamlets 033D,"699,956"
E01032783,Tower Hamlets 031G,"393,750"
E01032784,Tower Hamlets 004G,"430,000"
E01032785,Tower Hamlets 010E,
E01032786,Tower Hamlets 010F,"400,000"
E01032787,Tower Hamlets 011F,"431,500"
E01004327,Waltham Forest 028A,"545,000"
E01004328,Waltham Forest 028B,"596,000"
E01004329,Waltham Forest 028C,"560,000"
E01004330,Waltham Forest 028D,"565,500"
E01004331,Waltham Forest 028E,"545,000"
E01004332,Waltham Forest 028F,"460,000"
E01004333,Waltham Forest 024A,"500,000"
E01004334,Waltham Forest 024B,"415,000"
E01004335,Waltham Forest 027A,
E01004336,Waltham Forest 026A,"490,000"
E01004337,Waltham Forest 027B,"487,500"
E01004338,Waltham Forest 027C,"597,500"
E01004339,Waltham Forest 027D,"400,000"
E01004340,Waltham Forest 027E,"535,500"
E01004341,Waltham Forest 027F,"514,000"
E01004342,Waltham Forest 011A,"510,052"
E01004343,Waltham Forest 008A,"567,000"
E01004344,Waltham Forest 008B,"520,500"
E01004345,Waltham Forest 010A,"565,000"
E01004346,Waltham Forest 011B,"558,000"
E01004347,Waltham Forest 011C,"491,000"
E01004348,Waltham Forest 010B,"417,500"
E01004349,Waltham Forest 001A,"472,500"
E01004350,Waltham Forest 001B,"455,000"
E01004351,Waltham Forest 001C,"483,750"
E01004352,Waltham Forest 002A,"622,500"
E01004353,Waltham Forest 002B,"625,000"
E01004354,Waltham Forest 002C,"485,500"
E01004355,Waltham Forest 004A,"340,000"
E01004356,Waltham Forest 001D,"595,100"
E01004357,Waltham Forest 001E,"520,000"
E01004358,Waltham Forest 002D,"390,000"
E01004359,Waltham Forest 002E,"610,000"
E01004360,Waltham Forest 004B,"615,000"
E01004361,Waltham Forest 005A,"510,000"
E01004362,Waltham Forest 021A,"471,000"
E01004363,Waltham Forest 019A,"640,000"
E01004364,Waltham Forest 019B,"570,000"
E01004365,Waltham Forest 020A,"625,000"
E01004366,Waltham Forest 019C,"641,000"
E01004367,Waltham Forest 019D,"585,000"
E01004368,Waltham Forest 019E,"515,000"
E01004369,Waltham Forest 023A,"470,000"
E01004370,Waltham Forest 023B,"410,000"
E01004371,Waltham Forest 025A,"733,000"
E01004372,Waltham Forest 023C,"466,250"
E01004373,Waltham Forest 025B,"564,539"
E01004374,Waltham Forest 025C,"541,500"
E01004375,Waltham Forest 025D,"460,000"
E01004376,Waltham Forest 025E,"576,000"
E01004377,Waltham Forest 010C,"640,000"
E01004378,Waltham Forest 010D,"605,000"
E01004379,Waltham Forest 007A,"460,000"
E01004380,Waltham Forest 007B,"586,500"
E01004381,Waltham Forest 007C,"621,980"
E01004382,Waltham Forest 008C,"312,500"
E01004383,Waltham Forest 007D,"615,000"
E01004384,Waltham Forest 003A,"399,995"
E01004385,Waltham Forest 003B,"357,000"
E01004386,Waltham Forest 003C,"671,880"
E01004387,Waltham Forest 007E,"560,000"
E01004388,Waltham Forest 007F,"390,000"
E01004389,Waltham Forest 003D,"438,750"
E01004390,Waltham Forest 003E,"435,000"
E01004391,Waltham Forest 014A,"435,000"
E01004392,Waltham Forest 017A,"513,500"
E01004393,Waltham Forest 014B,"388,250"
E01004394,Waltham Forest 017B,"468,000"
E01004395,Waltham Forest 018A,"650,000"
E01004396,Waltham Forest 012A,"626,560"
E01004397,Waltham Forest 017C,"440,000"
E01004398,Waltham Forest 009A,"450,000"
E01004399,Waltham Forest 009B,"440,000"
E01004400,Waltham Forest 009C,"501,875"
E01004401,Waltham Forest 014C,"545,000"
E01004402,Waltham Forest 009D,"532,500"
E01004403,Waltham Forest 009E,"481,000"
E01004404,Waltham Forest 014D,"300,000"
E01004405,Waltham Forest 020B,"600,000"
E01004406,Waltham Forest 016A,"431,000"
E01004407,Waltham Forest 013A,"345,000"
E01004408,Waltham Forest 016B,"572,731"
E01004409,Waltham Forest 016C,"485,250"
E01004410,Waltham Forest 013B,"522,500"
E01004411,Waltham Forest 016D,"508,250"
E01004412,Waltham Forest 015A,"673,675"
E01004413,Waltham Forest 004C,"381,000"
E01004414,Waltham Forest 005B,"455,000"
E01004415,Waltham Forest 004D,"515,000"
E01004416,Waltham Forest 004E,"427,500"
E01004417,Waltham Forest 005C,"535,000"
E01004418,Waltham Forest 008D,"465,000"
E01004419,Waltham Forest 008E,"470,000"
E01004420,Waltham Forest 020C,"576,250"
E01004421,Waltham Forest 018B,"565,000"
E01004422,Waltham Forest 022A,"477,000"
E01004423,Waltham Forest 020D,"430,000"
E01004424,Waltham Forest 022B,"392,500"
E01004425,Waltham Forest 022C,"420,000"
E01004426,Waltham Forest 022D,"588,500"
E01004427,Waltham Forest 022E,"395,000"
E01004428,Waltham Forest 026B,
E01004429,Waltham Forest 026C,"550,000"
E01004430,Waltham Forest 026D,"510,000"
E01004432,Waltham Forest 023D,"540,000"
E01004434,Waltham Forest 026E,"475,000"
E01004435,Waltham Forest 023E,"467,900"
E01004436,Waltham Forest 021B,"518,000"
E01004437,Waltham Forest 021C,"460,000"
E01004438,Waltham Forest 024C,"408,750"
E01004439,Waltham Forest 021D,"469,500"
E01004440,Waltham Forest 024D,"442,500"
E01004441,Waltham Forest 024E,"750,000"
E01004442,Waltham Forest 021E,"510,000"
E01004443,Waltham Forest 016E,"750,000"
E01004444,Waltham Forest 017D,"383,260"
E01004445,Waltham Forest 018C,"521,000"
E01004446,Waltham Forest 017E,"625,000"
E01004447,Waltham Forest 016F,"618,000"
E01004448,Waltham Forest 018D,"536,000"
E01004449,Waltham Forest 018E,"480,500"
E01004450,Waltham Forest 006A,"499,950"
E01004451,Waltham Forest 005D,"540,000"
E01004452,Waltham Forest 005E,"362,500"
E01004453,Waltham Forest 006B,"445,000"
E01004454,Waltham Forest 006C,"309,000"
E01004455,Waltham Forest 006D,"440,000"
E01004456,Waltham Forest 006E,
E01004457,Waltham Forest 012B,"492,000"
E01004458,Waltham Forest 012C,"571,500"
E01004459,Waltham Forest 012D,"660,000"
E01004460,Waltham Forest 011D,"640,000"
E01004461,Waltham Forest 014E,"472,440"
E01004462,Waltham Forest 011E,"540,000"
E01004463,Waltham Forest 012E,"475,298"
E01004464,Waltham Forest 013C,"522,000"
E01004465,Waltham Forest 015B,"685,000"
E01004466,Waltham Forest 015C,"660,000"
E01004467,Waltham Forest 015D,"333,757"
E01004468,Waltham Forest 015E,"542,500"
E01004469,Waltham Forest 013D,"367,500"
E01004470,Waltham Forest 013E,"506,652"
E01004471,Waltham Forest 013F,"615,000"
E01033153,Waltham Forest 020G,"365,000"
E01004472,Wandsworth 021A,"988,750"
E01004473,Wandsworth 026A,"750,000"
E01004474,Wandsworth 021B,"502,500"
E01004475,Wandsworth 026B,"690,000"
E01004476,Wandsworth 021C,"625,000"
E01004477,Wandsworth 017A,"1,504,125"
E01004478,Wandsworth 017B,"1,565,000"
E01004479,Wandsworth 017C,"1,550,000"
E01004480,Wandsworth 026C,"807,500"
E01004481,Wandsworth 029A,"622,500"
E01004482,Wandsworth 030A,"787,500"
E01004483,Wandsworth 026D,"421,250"
E01004484,Wandsworth 026E,"702,500"
E01004485,Wandsworth 030B,"600,000"
E01004486,Wandsworth 026F,"499,883"
E01004487,Wandsworth 030C,"583,250"
E01004488,Wandsworth 029B,"1,350,000"
E01004489,Wandsworth 030D,"829,600"
E01004490,Wandsworth 031A,"942,500"
E01004491,Wandsworth 031B,"398,500"
E01004492,Wandsworth 031C,"725,000"
E01004493,Wandsworth 019A,"627,500"
E01004494,Wandsworth 018A,"547,500"
E01004495,Wandsworth 024A,"504,375"
E01004496,Wandsworth 024B,"544,000"
E01004497,Wandsworth 024C,"850,000"
E01004498,Wandsworth 031D,"675,000"
E01004499,Wandsworth 020A,"585,000"
E01004500,Wandsworth 014A,"450,000"
E01004501,Wandsworth 014B,"522,500"
E01004502,Wandsworth 020B,"1,057,500"
E01004503,Wandsworth 014C,"552,500"
E01004504,Wandsworth 020C,"680,910"
E01004505,Wandsworth 014D,"500,000"
E01004506,Wandsworth 011A,"579,000"
E01004507,Wandsworth 014E,"495,000"
E01004508,Wandsworth 012A,"618,000"
E01004509,Wandsworth 010A,"515,000"
E01004510,Wandsworth 012B,"563,500"
E01004511,Wandsworth 010B,"600,000"
E01004512,Wandsworth 019B,"655,000"
E01004513,Wandsworth 018B,"447,500"
E01004514,Wandsworth 012C,"1,113,050"
E01004515,Wandsworth 012D,"676,979"
E01004516,Wandsworth 036A,"980,000"
E01004517,Wandsworth 037A,"435,000"
E01004518,Wandsworth 036B,"885,000"
E01004519,Wandsworth 036C,"700,000"
E01004520,Wandsworth 036D,"606,000"
E01004521,Wandsworth 037B,"580,000"
E01004522,Wandsworth 037C,"575,000"
E01004523,Wandsworth 036E,"493,000"
E01004524,Wandsworth 037D,"327,500"
E01004525,Wandsworth 035A,"603,392"
E01004526,Wandsworth 035B,"500,000"
E01004527,Wandsworth 035C,"730,000"
E01004528,Wandsworth 035D,"365,000"
E01004529,Wandsworth 035E,"523,500"
E01004530,Wandsworth 035F,"490,000"
E01004531,Wandsworth 033A,"568,750"
E01004532,Wandsworth 032A,"625,000"
E01004533,Wandsworth 033B,"560,000"
E01004534,Wandsworth 008A,"997,500"
E01004535,Wandsworth 007A,
E01004536,Wandsworth 008B,"325,000"
E01004537,Wandsworth 007B,"395,000"
E01004538,Wandsworth 007C,"470,000"
E01004539,Wandsworth 003A,"409,000"
E01004540,Wandsworth 003B,"549,000"
E01004541,Wandsworth 007D,"420,000"
E01004542,Wandsworth 021D,"1,300,000"
E01004543,Wandsworth 027A,"1,345,000"
E01004544,Wandsworth 021E,"1,250,000"
E01004545,Wandsworth 027B,"490,000"
E01004546,Wandsworth 027C,"652,500"
E01004547,Wandsworth 029C,"605,000"
E01004548,Wandsworth 029D,"422,500"
E01004549,Wandsworth 027D,"938,000"
E01004550,Wandsworth 017D,"965,000"
E01004551,Wandsworth 012E,"630,000"
E01004552,Wandsworth 008C,"615,000"
E01004553,Wandsworth 015A,"699,950"
E01004554,Wandsworth 009A,"834,250"
E01004555,Wandsworth 017E,"1,455,000"
E01004556,Wandsworth 009B,"1,425,000"
E01004557,Wandsworth 015B,"975,000"
E01004558,Wandsworth 015C,"1,051,000"
E01004559,Wandsworth 015D,"1,722,500"
E01004560,Wandsworth 001A,"950,000"
E01004562,Wandsworth 002B,"878,400"
E01004563,Wandsworth 002C,"330,950"
E01004564,Wandsworth 002D,"593,388"
E01004565,Wandsworth 005A,"607,500"
E01004566,Wandsworth 001B,"730,000"
E01004567,Wandsworth 002E,"415,000"
E01004568,Wandsworth 013A,
E01004569,Wandsworth 023A,"650,000"
E01004570,Wandsworth 023B,"327,500"
E01004571,Wandsworth 023C,"339,508"
E01004572,Wandsworth 016A,"670,000"
E01004573,Wandsworth 023D,"340,000"
E01004574,Wandsworth 013B,
E01004575,Wandsworth 013C,"411,000"
E01004576,Wandsworth 013D,"550,000"
E01004577,Wandsworth 003C,"775,000"
E01004579,Wandsworth 004B,"710,000"
E01004580,Wandsworth 004C,"418,500"
E01004581,Wandsworth 004D,"557,000"
E01004582,Wandsworth 001C,"850,000"
E01004583,Wandsworth 001D,"865,000"
E01004584,Wandsworth 003D,"470,000"
E01004585,Wandsworth 008D,"815,000"
E01004586,Wandsworth 009C,"745,000"
E01004587,Wandsworth 009D,"1,212,500"
E01004588,Wandsworth 008E,"831,750"
E01004589,Wandsworth 009E,"862,500"
E01004590,Wandsworth 005B,"738,250"
E01004591,Wandsworth 005C,"582,500"
E01004592,Wandsworth 005D,"868,500"
E01004593,Wandsworth 025A,"605,000"
E01004594,Wandsworth 020D,"1,032,000"
E01004595,Wandsworth 025B,"652,500"
E01004596,Wandsworth 020E,"1,137,875"
E01004597,Wandsworth 025C,"895,000"
E01004598,Wandsworth 025D,"631,500"
E01004599,Wandsworth 025E,"1,235,000"
E01004600,Wandsworth 018C,"547,500"
E01004601,Wandsworth 018D,"425,000"
E01004602,Wandsworth 010C,"800,000"
E01004604,Wandsworth 006A,"1,625,000"
E01004605,Wandsworth 006B,"1,059,000"
E01004606,Wandsworth 006C,"792,585"
E01004607,Wandsworth 006D,"1,175,000"
E01004608,Wandsworth 006E,"815,000"
E01004609,Wandsworth 010E,"856,250"
E01004610,Wandsworth 033C,"700,000"
E01004611,Wandsworth 032B,"744,000"
E01004612,Wandsworth 032C,"665,000"
E01004613,Wandsworth 033D,"582,500"
E01004614,Wandsworth 034A,"526,000"
E01004615,Wandsworth 034B,"445,000"
E01004616,Wandsworth 034C,"441,000"
E01004617,Wandsworth 034D,"500,000"
E01004618,Wandsworth 032D,"957,500"
E01004619,Wandsworth 015E,"922,500"
E01004620,Wandsworth 019C,"730,000"
E01004621,Wandsworth 019D,"508,000"
E01004622,Wandsworth 024D,"395,000"
E01004623,Wandsworth 019E,"737,500"
E01004624,Wandsworth 024E,"599,250"
E01004625,Wandsworth 027E,"1,475,000"
E01004626,Wandsworth 027F,"820,000"
E01004627,Wandsworth 019F,"1,200,000"
E01004628,Wandsworth 022A,"481,250"
E01004629,Wandsworth 020F,"898,750"
E01004630,Wandsworth 022B,"457,500"
E01004631,Wandsworth 022C,"390,000"
E01004632,Wandsworth 028A,"425,000"
E01004633,Wandsworth 022D,"306,000"
E01004634,Wandsworth 028B,"422,500"
E01004635,Wandsworth 028C,"420,000"
E01004636,Wandsworth 028D,"517,500"
E01004637,Wandsworth 028E,"406,250"
E01004638,Wandsworth 011B,"1,855,000"
E01004639,Wandsworth 011C,"547,500"
E01004640,Wandsworth 011D,"615,000"
E01004641,Wandsworth 011E,"730,000"
E01004642,Wandsworth 016B,"650,000"
E01004643,Wandsworth 016C,"605,000"
E01004644,Wandsworth 016D,"650,000"
E01004645,Wandsworth 016E,"377,000"
E01033093,Wandsworth 010F,"617,500"
E01033098,Wandsworth 002F,"792,500"
E01033099,Wandsworth 004E,"525,000"
E01033100,Wandsworth 002G,"464,950"
E01033101,Wandsworth 004F,"668,750"
E01033132,Wandsworth 002H,"859,500"
E01033133,Wandsworth 004G,"540,000"
E01033135,Wandsworth 010G,"750,000"
E01004646,Westminster 002A,"3,850,000"
E01004647,Westminster 001A,"3,150,000"
E01004648,Westminster 002B,"750,000"
E01004649,Westminster 001B,"2,350,000"
E01004650,Westminster 002C,"990,000"
E01004651,Westminster 003A,"675,000"
E01004652,Westminster 017A,"517,500"
E01004653,Westminster 014A,"1,300,000"
E01004654,Westminster 014B,"900,000"
E01004656,Westminster 014D,"600,000"
E01004657,Westminster 012A,"1,200,000"
E01004658,Westminster 012B,"942,500"
E01004659,Westminster 008A,"750,000"
E01004660,Westminster 008B,"1,215,000"
E01004661,Westminster 012C,"990,000"
E01004662,Westminster 012D,"1,400,000"
E01004663,Westminster 012E,"1,750,000"
E01004665,Westminster 024A,"455,000"
E01004666,Westminster 023B,
E01004667,Westminster 023C,"2,430,000"
E01004668,Westminster 023D,"1,169,889"
E01004669,Westminster 024B,"420,000"
E01004670,Westminster 009A,
E01004674,Westminster 005A,"550,000"
E01004675,Westminster 005B,"465,000"
E01004676,Westminster 006A,"724,750"
E01004677,Westminster 005C,"556,000"
E01004678,Westminster 005D,"590,000"
E01004679,Westminster 005E,"485,000"
E01004680,Westminster 015A,"2,130,000"
E01004681,Westminster 016A,"785,000"
E01004682,Westminster 016B,"735,000"
E01004683,Westminster 015B,"1,650,000"
E01004684,Westminster 015C,"825,000"
E01004686,Westminster 015E,"750,000"
E01004687,Westminster 019A,"3,850,000"
E01004688,Westminster 019B,"1,550,000"
E01004689,Westminster 019C,"5,950,000"
E01004690,Westminster 019D,"3,020,000"
E01004691,Westminster 019E,"1,950,000"
E01004692,Westminster 019F,"2,850,000"
E01004693,Westminster 017B,"1,279,900"
E01004694,Westminster 016C,"1,265,000"
E01004695,Westminster 017C,"938,311"
E01004696,Westminster 017D,"521,000"
E01004697,Westminster 016D,"865,000"
E01004698,Westminster 017E,"1,800,000"
E01004699,Westminster 017F,"1,150,000"
E01004700,Westminster 016E,"1,130,000"
E01004701,Westminster 007A,"1,037,500"
E01004702,Westminster 009E,"885,000"
E01004703,Westminster 007B,"1,500,000"
E01004705,Westminster 007D,"1,050,000"
E01004706,Westminster 006B,"898,750"
E01004707,Westminster 006C,"1,027,500"
E01004708,Westminster 006D,"610,000"
E01004709,Westminster 007E,"782,500"
E01004710,Westminster 002D,"726,000"
E01004711,Westminster 002E,"403,750"
E01004712,Westminster 008C,"1,511,500"
E01004713,Westminster 011A,"1,700,000"
E01004714,Westminster 011B,"1,690,000"
E01004715,Westminster 013A,"1,846,625"
E01004716,Westminster 011C,"1,430,000"
E01004717,Westminster 011D,"1,250,000"
E01004718,Westminster 004A,"582,500"
E01004719,Westminster 004B,"770,000"
E01004720,Westminster 004C,"860,500"
E01004721,Westminster 004D,"567,500"
E01004722,Westminster 004E,"501,250"
E01004723,Westminster 005F,"645,000"
E01004724,Westminster 001C,"615,000"
E01004725,Westminster 003B,"695,000"
E01004726,Westminster 003C,"800,000"
E01004727,Westminster 008D,"1,300,000"
E01004728,Westminster 003D,"782,500"
E01004729,Westminster 003E,"600,000"
E01004730,Westminster 001D,"1,187,500"
E01004731,Westminster 020A,"1,090,000"
E01004732,Westminster 020B,
E01004733,Westminster 020C,"1,025,000"
E01004734,Westminster 018A,"947,500"
E01004735,Westminster 018B,"2,255,000"
E01004736,Westminster 018C,"1,115,000"
E01004737,Westminster 024C,"1,175,000"
E01004738,Westminster 024D,"1,091,000"
E01004739,Westminster 024E,
E01004740,Westminster 021A,"692,500"
E01004741,Westminster 024F,"422,500"
E01004742,Westminster 022A,"628,750"
E01004743,Westminster 021B,"550,000"
E01004744,Westminster 020D,"812,500"
E01004745,Westminster 021C,"755,000"
E01004746,Westminster 021D,"422,500"
E01004747,Westminster 021E,"655,000"
E01004748,Westminster 020E,"1,097,500"
E01004749,Westminster 022B,"1,300,000"
E01004750,Westminster 023E,"1,075,000"
E01004751,Westminster 022C,"912,500"
E01004752,Westminster 022D,"780,000"
E01004753,Westminster 022E,"860,000"
E01004754,Westminster 010A,
E01004755,Westminster 010B,"632,500"
E01004756,Westminster 006E,"637,475"
E01004757,Westminster 010C,"580,000"
E01004760,Westminster 014E,"685,000"
E01004761,Westminster 018D,"2,105,900"
E01004762,Westminster 011E,"4,000,000"
E01004763,Westminster 013B,"860,000"
E01004765,Westminster 013D,"1,162,500"
E01032512,Westminster 010F,"567,500"
E01032513,Westminster 010G,
E01033593,Westminster 015F,"1,365,056"
E01033594,Westminster 015G,"1,050,000"
E01033595,Westminster 013E,"1,700,000"
E01033596,Westminster 013F,"850,000"
E01033597,Westminster 023F,"895,000"
E01033598,Westminster 009F,"647,500"
E01033599,Westminster 023G,"755,000"
E01033600,Westminster 007F,"1,007,500"
E01033601,Westminster 009G,
E01033602,Westminster 009H,"443,500"
E01033603,Westminster 009I,"475,000"
E01033604,Westminster 009J,
E01033605,Westminster 009K,"557,500"
E01033606,Westminster 014F,"717,000"
E01033607,Westminster 014G,"721,250"
E01033608,Westminster 007G,"890,000"
